owner,name,url,description,run_count,created_at,visibility,github_url,paper_url,license_url
bytedance,seededit-3.0,https://replicate.com/bytedance/seededit-3.0,"Text-guided image editing model that preserves original details while making targeted modifications like lighting changes, object removal, and style conversion",249468,2025-07-16T17:14:50.646108Z,public,,,
bytedance,seedream-3,https://replicate.com/bytedance/seedream-3,A text-to-image model with support for native high-resolution (2K) image generation,2120816,2025-06-25T09:52:01.536291Z,public,,https://arxiv.org/pdf/2504.11346,
anthropics,erika,https://replicate.com/anthropics/erika,,11,2025-09-10T10:08:16.894470Z,public,,,
google,lyria-2,https://replicate.com/google/lyria-2,Lyria 2 is a music generation model that produces 48kHz stereo audio through text-based prompts,29588,2025-05-22T14:49:00.673182Z,public,,,
anthropics,darkskin,https://replicate.com/anthropics/darkskin,,23,2025-09-09T16:00:36.391873Z,public,,,
topogoogles,topolora2,https://replicate.com/topogoogles/topolora2,Generates images of a Flux-LoRA trained with 30 Flux-Kontext Images originally generated from one single photo of myself,7,2025-09-09T15:49:39.901393Z,public,,,
anthropics,testmixedrace1,https://replicate.com/anthropics/testmixedrace1,,21,2025-09-09T12:26:12.926391Z,public,,,
topogoogles,topolora1,https://replicate.com/topogoogles/topolora1,Generates images of a Flux-LoRA trained with 30 Flux-Kontext Images originally generated from one single photo of myself,19,2025-09-09T10:58:20.219224Z,public,,,
darionaviar,cinthia,https://replicate.com/darionaviar/cinthia,,1828,2024-09-04T12:07:27.252193Z,public,,,
codingayam,kokoro-82m-complete,https://replicate.com/codingayam/kokoro-82m-complete,Kokoro by hexgrad - TTS Model (With all voices),19,2025-09-09T02:25:08.537281Z,public,,,
mayaresearch,veena-max,https://replicate.com/mayaresearch/veena-max,"VeenaMAX is a high-performance, advanced Text-to-Speech API that converts text into natural-sounding speech with emotional intelligence and blazing-fast response times. It can speak English and Hindi - the most widely used languages in India. As a signifi",32,2025-09-08T18:46:25.864773Z,public,,,https://huggingface.co/datasets/choosealicense/licenses/blob/main/markdown/apache-2.0.md
black-forest-labs,flux-kontext-pro,https://replicate.com/black-forest-labs/flux-kontext-pro,A state-of-the-art text-based image editing model that delivers high-quality outputs with excellent prompt following and consistent results for transforming images through natural language,24909532,2025-05-27T08:26:25.135215Z,public,,,
tencent,hunyuanvideo-foley,https://replicate.com/tencent/hunyuanvideo-foley,(Research & Non-commercial use only) Text-Video-to-Audio Synthesis: Generate realistic audio from video and text descriptions,2360,2025-09-08T16:57:31.136262Z,public,,,
mediadock,burning,https://replicate.com/mediadock/burning,,162,2025-09-08T11:51:31.237226Z,public,,,
kojott,content-moderation-vision,https://replicate.com/kojott/content-moderation-vision,AI-powered content moderation for images using MiniCPM-V-2.6 - analyzes visual content and returns structured safety scores with detailed classifications,30,2025-08-04T14:03:06.063158Z,public,,,https://huggingface.co/openbmb/MiniCPM-V-2_6/blob/main/LICENSE
vyvo,ale-dev-01,https://replicate.com/vyvo/ale-dev-01,,16,2025-09-07T22:36:57.967979Z,public,,,
zhouyi531,looks-like-real,https://replicate.com/zhouyi531/looks-like-real,Remove the AI-generated look from the subject.,175,2025-09-07T17:38:42.802747Z,public,,,
sandraclark617,jessica-ai,https://replicate.com/sandraclark617/jessica-ai,jessica-ai,15,2025-09-07T13:29:54.223515Z,public,https://github.com/sandraclark617/jessica-ai.git,,
melmoore24,mel,https://replicate.com/melmoore24/mel,,323,2025-07-05T13:18:04.046609Z,public,,,
killjasper,jazzclone,https://replicate.com/killjasper/jazzclone,,28,2025-09-07T04:14:41.618291Z,public,,,
emiliacb,rhubarb,https://replicate.com/emiliacb/rhubarb,A Replicate/Cog model that provides automatic lip synchronization analysis using [Rhubarb Lip Sync](https://github.com/DanielSWolf/rhubarb-lip-sync) by Daniel Wolf.,449,2025-09-06T06:29:29.431389Z,public,https://github.com/emiliacb/replicate-rhubarb,,
zsxkib,embedding-gemma-300m,https://replicate.com/zsxkib/embedding-gemma-300m,"Turn any text into 768-dimensional vectors for search, classification, and AI apps 🧠✨",86899,2025-09-05T20:32:26.261209Z,public,https://github.com/zsxkib/cog-google-embeddinggemma-300m,https://arxiv.org/abs/2408.10957,https://www.kaggle.com/models/google/embedding-gemma/license
zhouyi531,ultimate-face-enhance,https://replicate.com/zhouyi531/ultimate-face-enhance,This is an excellent method for converting blurry facial images into high-definition ones.,136,2025-09-04T20:00:31.121347Z,public,,,
qwen,qwen-image,https://replicate.com/qwen/qwen-image,An image generation foundation model in the Qwen series that achieves significant advances in complex text rendering.,535563,2025-08-04T17:23:39.724770Z,public,https://github.com/QwenLM/Qwen-Image,https://qianwen-res.oss-cn-beijing.aliyuncs.com/Qwen-Image/Qwen_Image.pdf,https://choosealicense.com/licenses/apache-2.0/
pixaplay,joshua,https://replicate.com/pixaplay/joshua,"AI-generated character model of Joshua - a weathered man with curly grey hair and beard, trained for consistent character generation across different scenes and environments.",23,2025-09-05T14:42:17.768611Z,public,,,
sandraclark617,sandyclark617-ai-lora,https://replicate.com/sandraclark617/sandyclark617-ai-lora,sandyclark617-ai-lora,34,2025-09-04T00:11:21.655969Z,public,https://github.com/sandraclark617/sandyclark617-ai-lora.git,https://huggingface.co/sandraclark617/sandyclark617-ai-lora/commit/a39b99e96bb0f639f4410939c5c529decbccc8ee#d2h-762479,
lucataco,wan-2.2-first-last-frame,https://replicate.com/lucataco/wan-2.2-first-last-frame,Wan 2.2 First and Last Frame using 8-step inference w/ Lightning LoRA,1496,2025-09-04T17:56:54.548848Z,public,https://github.com/lucataco/cog-wan-2.2-first-last-frame,,
paragekbote,flux-fast-lora-hotswap-img2img,https://replicate.com/paragekbote/flux-fast-lora-hotswap-img2img,"An optimized Flux.1-dev Img2Img setup delivering blazing-fast inference, memory efficiency and dynamic LoRA hotswapping.",18,2025-09-04T18:14:21.704213Z,public,,,
resemble-ai,chatterbox-multilingual,https://replicate.com/resemble-ai/chatterbox-multilingual,"Generate expressive, natural speech in 23 languages. Features instant voice cloning from short audio, emotion control, and seamless cross-language voice transfer.",1734,2025-09-03T22:02:41.179006Z,public,https://github.com/zsxkib/cog-ResembleAI-Chatterbox-Multilingual-TTS,,https://github.com/resemble-ai/chatterbox-multilingual/blob/main/LICENSE
kwaivgi,kling-v2.1-master,https://replicate.com/kwaivgi/kling-v2.1-master,A premium version of Kling v2.1 with superb dynamics and prompt adherence. Generate 1080p 5s and 10s videos from text or an image,51369,2025-06-19T18:55:44.660831Z,public,,,
humbleworth,price-predict-v1,https://replicate.com/humbleworth/price-predict-v1,Predicts the value of a domain name.,206399,2025-09-02T04:16:45.993106Z,public,,,
mycopium,brxt,https://replicate.com/mycopium/brxt,,119,2025-09-02T06:29:06.126851Z,public,,,
kwaivgi,kling-v1.5-pro,https://replicate.com/kwaivgi/kling-v1.5-pro,Generate 5s and 10s videos in 1080p resolution at 30fps,1114,2025-01-10T11:34:49.719109Z,public,,,
kwaivgi,kling-v1.5-standard,https://replicate.com/kwaivgi/kling-v1.5-standard,Generate 5s and 10s videos in 720p resolution at 30fps,652,2025-01-10T11:35:02.947352Z,public,,,
getgems,chat_68741648,https://replicate.com/getgems/chat_68741648,,255,2025-06-04T11:13:36.608237Z,public,,,
ddvinh1,video-faceswap-gpu,https://replicate.com/ddvinh1/video-faceswap-gpu,,1771,2025-09-01T15:13:47.435259Z,public,,,
choiminji-020102,ko-comments-emotion-analyzer,https://replicate.com/choiminji-020102/ko-comments-emotion-analyzer,"Analyze Korean comments for sentiment classification into negative, positive, and neutral categories (with neutral designated for confidence scores below 0.7), and extract corresponding sentiment-specific keywords.",27,2025-08-22T01:37:40.098744Z,public,,,
ellthlee1314,ellth,https://replicate.com/ellthlee1314/ellth,,7,2025-09-01T04:55:33.413458Z,public,,,
ddvinh1,face-swap-gpu,https://replicate.com/ddvinh1/face-swap-gpu,,485,2025-09-01T05:36:34.663258Z,public,,,
kelvincai522,anime-aesthetic-predict,https://replicate.com/kelvincai522/anime-aesthetic-predict,Anime Aesthetic Predict,1119,2025-06-30T06:28:58.202972Z,public,,,
ddvinh1,inswapper,https://replicate.com/ddvinh1/inswapper,,119,2025-08-31T13:28:05.025128Z,public,,,
minimax,hailuo-02,https://replicate.com/minimax/hailuo-02,Hailuo 2 is a text-to-video and image-to-video model that can make 6s or 10s videos at 768p (standard) or 1080p (pro). It excels at real world physics.,119600,2025-07-02T11:02:01.844243Z,public,,,
ccchot-osk103,pai_daughter,https://replicate.com/ccchot-osk103/pai_daughter,,14,2025-08-31T02:37:31.814988Z,public,,,
ddvinh1,tool-faceswap,https://replicate.com/ddvinh1/tool-faceswap,,151,2025-08-30T09:09:34.087827Z,public,,,
paragekbote,phi-4-reasoning-plus-unsloth,https://replicate.com/paragekbote/phi-4-reasoning-plus-unsloth,phi-4-reasoning-plus tuned for scalable inference with long context using Unsloth.,7,2025-08-30T05:10:30.378542Z,public,,,
microsoft,vibevoice,https://replicate.com/microsoft/vibevoice,Microsoft's VibeVoice text-to-speech model that can generate long-form speech from text with sample voices.,320,2025-08-29T19:43:27.183906Z,public,https://github.com/microsoft/VibeVoice,https://arxiv.org/html/2508.19205v1,https://github.com/microsoft/VibeVoice/blob/main/LICENSE
marivfreire,tatitayra,https://replicate.com/marivfreire/tatitayra,,37,2025-08-29T19:15:13.071992Z,public,,,
julianakalenegestao-cpu,modelocerto,https://replicate.com/julianakalenegestao-cpu/modelocerto,,109,2025-08-29T10:16:17.783188Z,public,,,
krisdoan,gb2045g,https://replicate.com/krisdoan/gb2045g,,308,2025-08-29T02:08:59.568290Z,public,,,
hanglics,dse-qwen2-2b-mrl-v1,https://replicate.com/hanglics/dse-qwen2-2b-mrl-v1,The screenshot retriever model base on DSE.,3120,2025-08-27T04:51:59.652082Z,public,https://github.com/texttron/tevatron/tree/12727938f2e09217e8831b980ea21152f98cab4e/examples/dse,https://arxiv.org/abs/2406.11251,https://github.com/texttron/tevatron/blob/12727938f2e09217e8831b980ea21152f98cab4e/LICENSE
moraislara,elf-com-mace-not-up-1k,https://replicate.com/moraislara/elf-com-mace-not-up-1k,,73,2025-08-28T22:10:58.450276Z,public,,,
adellcox,sage-v1-fresh,https://replicate.com/adellcox/sage-v1-fresh,,32,2025-08-28T20:51:36.378191Z,public,,,
deepseek-ai,deepseek-v3.1,https://replicate.com/deepseek-ai/deepseek-v3.1,Latest hybrid thinking model from Deepseek,5011,2025-08-25T18:41:12.219732Z,public,,,
recraft-ai,recraft-vectorize,https://replicate.com/recraft-ai/recraft-vectorize,"Convert raster images to high-quality SVG format with precision and clean vector paths, perfect for logos, icons, and scalable graphics.",10561,2025-08-27T19:29:13.343031Z,public,,https://recraft.ai,https://recraft.ai/terms
ultralytics,yolo11n,https://replicate.com/ultralytics/yolo11n,Ultralytics YOLO11n object detection model with 2.6M parameters. Achieves 39.5 mAP50-95 on COCO dataset. Optimized for real-time inference with 1.55 ms speed on T4 GPU..,92,2025-08-04T17:11:11.017101Z,public,https://github.com/ultralytics/ultralytics,https://docs.ultralytics.com/models/yolo11/,https://www.ultralytics.com/license
ultralytics,yoloe-11s,https://replicate.com/ultralytics/yoloe-11s,Ultralytics YOLOE-L Real-Time Seeing Anything model with 26.2M parameters. Achieves 52.6 mAP50-95 on COCO dataset. Optimized for real-time inference with 6.2 ms speed on T4 GPU..,65,2025-08-05T16:23:39.504498Z,public,https://github.com/ultralytics/ultralytics,https://docs.ultralytics.com/,https://www.ultralytics.com/license
ultralytics,yolov8s-worldv2,https://replicate.com/ultralytics/yolov8s-worldv2,Ultralytics YOLOv8s worldv2 Real-Time Open-Vocabulary Object Detection model with 12.7M parameters. Achieves 37.7 mAP50-95 on COCO dataset. Optimized for real-time inference,89,2025-08-06T00:23:40.736164Z,public,https://github.com/ultralytics/ultralytics,https://docs.ultralytics.com/,https://www.ultralytics.com/license
rafaelgalle,whisper-diarization-advanced,https://replicate.com/rafaelgalle/whisper-diarization-advanced,"Ultra-fast, customizable speech-to-text and speaker diarization for noisy, multi-speaker audio. Includes advanced noise reduction, stereo channel support, and flexible audio preprocessing—ideal for call centers, meetings, and podcasts.",71854,2025-08-13T03:46:10.936961Z,public,https://github.com/rafaelgalle/whisper-diarization-advanced,https://arxiv.org/abs/2212.04356,https://opensource.org/license/mit
learnwiththewashingtons-blip,grow,https://replicate.com/learnwiththewashingtons-blip/grow,,30,2025-08-25T21:45:07.149394Z,public,,,
steliosm,backgrounds_v1,https://replicate.com/steliosm/backgrounds_v1,Generate cartoonish images to be used as game backgrounds.,106,2025-08-25T21:06:18.969725Z,public,,,
dmtanner,parakeet-tdt-0.6b-v3,https://replicate.com/dmtanner/parakeet-tdt-0.6b-v3,"ASR model, created by Nvidia, with word-level timestamps available.  Supports .wav inputs, or m3u8 urls, with a start and end time (to only process a section of the m3u8).",647,2025-08-22T12:03:13.661451Z,public,,,
marcilph,hailey,https://replicate.com/marcilph/hailey,"A confident woman strides down a city street in a crop top and jeans, embodying strength and style.",40,2025-08-25T14:51:16.190321Z,public,,,
chuckchen,supir-v0q,https://replicate.com/chuckchen/supir-v0q,"Practicing Model Scaling for Photo-Realistic Image Restoration In the Wild, using tiled VAE and Juggernaut XL to eliminate plastic skin and smooth textures.",61,2025-08-25T05:01:13.170547Z,public,https://github.com/Fanghua-Yu/SUPIR,https://arxiv.org/abs/2401.13627,https://github.com/Fanghua-Yu/SUPIR/blob/master/LICENSE
ralphlazar,cat,https://replicate.com/ralphlazar/cat,,109,2025-08-23T09:55:59.352094Z,public,,,
monikadyncheva,monika,https://replicate.com/monikadyncheva/monika,Monika,205,2025-08-24T11:09:29.628376Z,public,,,
fishwowater,ram-grounded-sam-maskfixed,https://replicate.com/fishwowater/ram-grounded-sam-maskfixed,A fork of https://replicate.com/idea-research/ram-grounded-sam that outputs usable(grayscale) mask values,56,2025-08-23T06:54:40.168577Z,public,https://github.com/FishWoWater/Grounded-Segment-Anything-MaskFixed,,https://github.com/FishWoWater/Grounded-Segment-Anything-MaskFixed/blob/main/LICENSE
monicaaafreitas27-creator,monica,https://replicate.com/monicaaafreitas27-creator/monica,,55,2025-08-24T07:51:01.078439Z,public,,,
manuellappitsch,manuellappitschkiavatar,https://replicate.com/manuellappitsch/manuellappitschkiavatar,,31,2025-08-23T11:08:05.610360Z,public,,,
surfdude75,drilomotta-1000,https://replicate.com/surfdude75/drilomotta-1000,,8,2025-08-23T20:41:19.179922Z,public,,,
valeritarasova1106,lena,https://replicate.com/valeritarasova1106/lena,,48,2025-08-23T11:46:28.368062Z,public,,,
chatgptvj,mihaelanew1,https://replicate.com/chatgptvj/mihaelanew1,,32,2025-08-22T19:42:27.050944Z,public,,,
merahburam,remove-bg,https://replicate.com/merahburam/remove-bg,A high-performance AI background removal API built with multiple state-of-the-art models. Remove backgrounds from images with professional quality results in seconds.,108,2025-08-22T17:21:32.642690Z,public,,,https://achmadalimin.com
qashabbas,qashrandomphotos,https://replicate.com/qashabbas/qashrandomphotos,,92,2025-08-22T13:12:47.575971Z,public,,,
merahburam,vectorizer-v2,https://replicate.com/merahburam/vectorizer-v2,Professional PNG to SVG vectorization with VTracer. Lightning-fast conversion with superior quality.,1113,2025-08-22T10:27:41.012342Z,public,,,https://github.com/visioncortex/vtracer?tab=MIT-1-ov-file
